dateandtime,vehid,coord,gps_coord,spd,edge,lane,displacement,turn_angle,next_tls
2023-03-02 06:44:49.087,29,"[2520.3772666264517, 2327.3282612618086]","[114.32898318939883, 30.517767549213826]",42.06,-282304746,-282304746_0,4692.98,112.61,()
2023-03-02 06:44:49.088,64,"[3201.81971082473, 1859.1851937944584]","[114.3361931898582, 30.51369298117182]",0.0,-134557731,-134557731_0,3241.59,12.73,"(('2401503980', 5, 1.0010171546384186, 'r'), ('3799178055', 1, 260.3810171546384, 'G'))"
2023-03-02 06:44:49.088,72,"[3226.765874239841, 1972.4581577517033]","[114.33642505012348, 30.514719348728747]",33.7,-240747960#1,-240747960#1_0,1930.26,219.55,()
2023-03-02 06:44:49.089,76,"[1089.0159463259513, 1968.6160444562106]","[114.31416967451737, 30.514227624225096]",91.48,231793623#2,231793623#2_0,2561.81,355.39,()
2023-03-02 06:44:49.090,80,"[486.6318770510987, 830.98126784752]","[114.30818098592525, 30.50384359590952]",76.29,231808165#1,231808165#1_0,2346.53,182.13,()
2023-03-02 06:44:49.091,81,"[1926.9896194906676, 2673.923327532539]","[114.3227194732434, 30.520764898855806]",21.21,231521461#8,231521461#8_2,1904.4,301.85,()
2023-03-02 06:44:49.091,82,"[1013.1702313304222, 2255.9099856795774]","[114.31330877744568, 30.516800988850083]",35.01,-231791581#2,-231791581#2_0,2188.87,257.91,()
2023-03-02 06:44:49.092,83,"[2538.6437449998443, 2098.996613960553]","[114.32922968174455, 30.515713254695854]",12.18,:2481900122_5,:2481900122_5_0,1629.11,61.47,()
2023-03-02 06:44:49.093,84,"[1938.1794744814097, 2051.5796950275753]","[114.32298983042526, 30.515157481412356]",77.02,134626495,134626495_0,1762.12,277.57,()
2023-03-02 06:44:49.093,85,"[1046.5032356305271, 2566.5835895029945]","[114.31357874584866, 30.519608542045546]",92.46,231793622#4,231793622#4_0,2627.66,20.58,()
2023-03-02 06:44:49.095,86,"[1022.7086981620134, 1923.9290458669284]","[114.31349043585065, 30.513810579558438]",56.27,-231791562#6,-231791562#6_0,2347.11,270.91,()
2023-03-02 06:44:49.095,87,"[2161.4137145236305, 1744.0719537697948]","[114.32538989675544, 30.51243334890351]",47.97,279360273#2,279360273#2_0,1789.27,13.08,()
2023-03-02 06:44:49.096,88,"[2005.9212219964359, 1683.932537914009]","[114.32378594313676, 30.511857996500588]",45.81,725894817#1,725894817#1_0,1866.17,104.01,()
2023-03-02 06:44:49.097,90,"[2528.3096980271744, 1806.123405014291]","[114.32919431417022, 30.51307107075316]",48.9,-240079265#0,-240079265#0_0,1440.24,13.97,()
2023-03-02 06:44:49.098,91,"[1734.0508798866529, 2054.997113302635]","[114.32086377365457, 30.51514458364168]",24.34,:1734799534_0,:1734799534_0_0,1341.24,236.68,()
2023-03-02 06:44:49.099,92,"[3121.11694844641, 2074.6092548164984]","[114.33529998327921, 30.515617649001886]",46.38,779834479,779834479_0,1189.69,53.75,()
2023-03-02 06:44:49.101,93,"[2761.716351716883, 838.9030047368959]","[114.33186254330248, 30.50440226898897]",88.36,268000578#3,268000578#3_0,1517.43,197.7,()
2023-03-02 06:44:49.102,94,"[1923.4411293108928, 1729.0822293079557]","[114.32291610031025, 30.512247329482424]",39.45,779834469#7,779834469#7_0,936.29,274.64,()
2023-03-02 06:44:49.102,95,"[2456.255311333807, 858.3416871903385]","[114.32867788171863, 30.504512318122668]",88.85,236668173#2,236668173#2_1,1546.64,290.3,()
2023-03-02 06:44:49.103,97,"[2932.1911773608435, 1151.895128419061]","[114.33356017188426, 30.50725995202341]",103.89,268000578#1,268000578#1_1,1146.13,215.46,()
2023-03-02 06:44:49.104,99,"[1691.2357120818012, 1896.3627135102724]","[114.32045726652485, 30.51370548263721]",90.08,:6102775862_3,:6102775862_3_0,1558.03,16.9,()
2023-03-02 06:44:49.107,100,"[2254.8262451291725, 1639.5466378718434]","[114.32638820447977, 30.511511120816046]",111.12,779834467,779834467_0,1155.93,283.71,()
2023-03-02 06:44:49.108,101,"[2637.0585857681945, 2344.5101390314176]","[114.33019377944213, 30.51794733887728]",32.08,134626495,134626495_0,818.01,226.94,()
2023-03-02 06:44:49.109,102,"[1641.3577821143203, 1705.191000576364]","[114.31998529124101, 30.51197157647942]",21.96,161503499#6,161503499#6_0,1238.6,3.12,()
2023-03-02 06:44:49.110,103,"[1190.3132109490016, 2292.7863930426315]","[114.31514391558215, 30.517171426910103]",45.16,-161503540#2,-161503540#2_0,780.65,331.64,()
2023-03-02 06:44:49.111,104,"[2179.0915322003907, 962.1528072062032]","[114.32576697018041, 30.505388874288286]",95.44,231820215#1,231820215#1_0,1274.92,291.05,()
2023-03-02 06:44:49.112,105,"[1093.3712125300046, 1830.432152738296]","[114.31424928264634, 30.512982976151694]",73.45,:2401209016_4,:2401209016_4_0,764.5,358.46,()
2023-03-02 06:44:49.113,106,"[2762.108245675993, 2441.164138196905]","[114.33147191804066, 30.518845270516398]",23.86,97049435#2,97049435#2_1,616.49,232.68,()
2023-03-02 06:44:49.116,107,"[731.9378342617246, 2099.137613108004]","[114.31041973693576, 30.51532741581587]",102.92,161503517#1,161503517#1_0,1027.37,269.58,()
2023-03-02 06:44:49.117,108,"[1698.5062342874714, 2055.6737738912143]","[114.32049354631827, 30.51514306967401]",67.72,-231793626#0,-231793626#0_0,759.85,97.22,()
2023-03-02 06:44:49.118,109,"[534.871262791942, 1456.7572241407604]","[114.3085276933646, 30.509494667383997]",102.84,:4534994886_4,:4534994886_4_0,707.15,2.87,()
2023-03-02 06:44:49.120,110,"[2763.9505635890396, 1504.5127057521356]","[114.33172186955767, 30.510402612321403]",48.75,725894816,725894816_1,482.94,102.45,()
2023-03-02 06:44:49.121,111,"[1090.0075875833552, 1836.3836892299641]","[114.31421278868713, 30.513035900880222]",95.13,:2401209016_6,:2401209016_6_0,630.74,178.45,()
2023-03-02 06:44:49.123,112,"[580.8432971265117, 2301.2324160107687]","[114.30879646393485, 30.517116583378833]",20.2,:2401209407_3,:2401209407_3_0,400.62,287.75,()
2023-03-02 06:44:49.123,113,"[1081.8969247683597, 2017.1138793146188]","[114.31408353146979, 30.51466325282364]",55.41,-231793623#2,-231793623#2_0,570.11,175.39,()
2023-03-02 06:44:49.124,114,"[509.04346702906923, 973.6353689183153]","[114.30837884859756, 30.50513428991101]",26.92,457336152#3,457336152#3_1,308.15,1.77,()
2023-03-02 06:44:49.125,115,"[1535.8724824857131, 2076.0869045866766]","[114.31879529330607, 30.515292225063693]",48.47,-231793626#1,-231793626#1_0,235.99,97.13,()
2023-03-02 06:44:49.126,116,"[202.0880617678809, 1735.742071372367]","[114.30499387635666, 30.511937769251485]",66.98,161503551#0,161503551#0_0,455.06,88.21,()
2023-03-02 06:44:49.126,117,"[1726.5805968512102, 2010.6190641577064]","[114.32079697773825, 30.51474295991145]",18.05,:2713731835_3,:2713731835_3_0,231.36,340.68,()
2023-03-02 06:44:49.127,118,"[2058.442902841361, 2631.1219080066726]","[114.32409871001454, 30.52040721846424]",39.39,231521461#7,231521461#7_1,268.85,290.4,()
2023-03-02 06:44:49.128,119,"[120.65000857149813, 2145.998072408204]","[114.30404393748881, 30.51561822026388]",58.12,231793620#1,231793620#1_0,352.1,173.69,()
2023-03-02 06:44:49.129,120,"[1039.9692629871602, 1142.2188551481008]","[114.31386398347584, 30.506767986110518]",62.23,267612556#10,267612556#10_0,194.85,271.56,()
2023-03-02 06:44:49.130,121,"[2880.747057990754, 2108.6281699244037]","[114.33278904404692, 30.51587306918347]",38.33,231521461#1,231521461#1_1,151.23,318.01,()
2023-03-02 06:44:49.131,122,"[1997.4870755546128, 1761.1879620315049]","[114.32367904826232, 30.512552574560328]",35.65,279360279#2,279360279#2_0,98.38,184.1,()
2023-03-02 06:44:49.132,123,"[1367.2776862761489, 1655.5104731464533]","[114.31714421117434, 30.51146501062299]",54.2,-268005505#0,-268005505#0_0,101.9,0.6,()
2023-03-02 06:44:49.134,124,"[2286.3598812531536, 923.653951644897]","[114.32689314721269, 30.505064764424354]",37.86,236668173#3,236668173#3_0,31.33,289.11,()
2023-03-02 06:44:49.135,125,"[660.4446781978335, 1438.5705829082426]","[114.309839483177, 30.509357742028893]",16.93,:2751749776_0,:2751749776_0_0,12.42,233.08,()
2023-03-02 06:44:49.136,126,"[934.7880153095776, 2239.1230979569877]","[114.31249688728211, 30.51663283453532]",7.53,-231791581#0,-231791581#0_0,2.09,257.9,()
2023-03-02 06:44:49.137,29,"[2531.7619719293643, 2322.5873480196065]","[114.32910289034162, 30.517727245445236]",44.4,-282304746,-282304746_0,4705.31,112.61,()
2023-03-02 06:44:49.138,64,"[3201.81971082473, 1859.1851937944584]","[114.3361931898582, 30.51369298117182]",0.0,-134557731,-134557731_0,3241.59,12.73,"(('2401503980', 5, 1.0010171546384186, 'r'), ('3799178055', 1, 260.3810171546384, 'G'))"
2023-03-02 06:44:49.138,72,"[3221.1786818049372, 1962.4763913711017]","[114.33636933554476, 30.514628182232993]",41.64,-240747960#1,-240747960#1_0,1941.82,202.19,()
2023-03-02 06:44:49.139,76,"[1086.9259331942276, 1994.5127775192639]","[114.31414149341097, 30.51446060738755]",93.53,231793623#2,231793623#2_0,2587.79,355.39,()
2023-03-02 06:44:49.140,80,"[486.0123616869854, 814.3016913997667]","[114.30817868062164, 30.50369311423617]",60.09,231808165#1,231808165#1_0,2363.22,182.13,()
2023-03-02 06:44:49.141,81,"[1920.939678039094, 2673.0451720293827]","[114.32265669992296, 30.520755688063442]",23.26,:8480471067_5,:8480471067_5_0,1910.86,256.12,()
2023-03-02 06:44:49.142,82,"[1001.230870773125, 2253.352718443423]","[114.31318510831358, 30.51677537326194]",43.95,-231791581#2,-231791581#2_0,2201.07,257.91,()
2023-03-02 06:44:49.142,83,"[2536.1411442534195, 2100.299092486115]","[114.32920330530379, 30.51572446097733]",10.61,240079268#11,240079268#11_0,1632.06,325.98,()
2023-03-02 06:44:49.144,84,"[1916.6071649548849, 2054.4462290317088]","[114.32276452926556, 30.5151787035587]",78.34,134626495,134626495_0,1783.88,277.57,()
2023-03-02 06:44:49.144,85,"[1055.6557754222413, 2590.940482390987]","[114.31366799540955, 30.51983005945463]",93.69,231793622#5,231793622#5_0,2653.69,20.56,()
2023-03-02 06:44:49.145,86,"[1007.8322102317146, 1924.1647367337082]","[114.31333549937203, 30.513809509126833]",53.56,-231791562#6,-231791562#6_0,2361.99,270.91,()
2023-03-02 06:44:49.146,87,"[2164.1625571143586, 1756.0505053550833]","[114.32541555679413, 30.51254191171492]",44.24,279360273#2,279360273#2_0,1801.56,12.92,()
2023-03-02 06:44:49.147,88,"[2018.9331095072105, 1680.6850101426376]","[114.32392220972348, 30.5118315066709]",48.28,725894817#1,725894817#1_0,1879.58,104.01,()
2023-03-02 06:44:49.148,90,"[2531.397416277932, 1818.5353882474767]","[114.3292233997693, 30.513183612395615]",46.04,-240079265#0,-240079265#0_0,1453.03,13.97,()
2023-03-02 06:44:49.148,91,"[1726.4199798961597, 2055.3601304390336]","[114.32078423754744, 30.51514622148751]",27.67,231793626#0,231793626#0_0,1348.92,275.94,()
2023-03-02 06:44:49.149,92,"[3132.73620686618, 2082.3218269286444]","[114.33541905736294, 30.515689646113067]",50.25,779834479,779834479_0,1203.64,59.43,()
2023-03-02 06:44:49.150,93,"[2754.333517548338, 815.773369168613]","[114.33179138329547, 30.504192201960826]",87.36,268000578#3,268000578#3_0,1541.7,197.7,()
2023-03-02 06:44:49.151,94,"[1913.2015631176298, 1728.3096564180046]","[114.32280968877699, 30.512238174234405]",37.07,779834469#7,779834469#7_0,946.58,263.76,()
2023-03-02 06:44:49.152,95,"[2433.233182068378, 866.8589650529636]","[114.32843611975395, 30.504584178340643]",88.37,236668173#2,236668173#2_1,1571.19,290.3,()
2023-03-02 06:44:49.152,97,"[2915.7965016940693, 1128.880415830614]","[114.33339516160069, 30.507049000974526]",101.79,268000578#1,268000578#1_1,1174.41,215.46,()
2023-03-02 06:44:49.153,99,"[1698.2743393981784, 1919.5332815053102]","[114.32052481329161, 30.51391584979048]",87.18,231793617#2,231793617#2_0,1582.25,16.9,()
2023-03-02 06:44:49.156,100,"[2224.957230280048, 1646.831114288312]","[114.32607544620434, 30.511570399632586]",110.68,779834467,779834467_0,1186.68,283.71,()
2023-03-02 06:44:49.157,101,"[2628.6665294545633, 2338.1948457317726]","[114.3301079624918, 30.51788862110347]",37.83,134626495,134626495_0,828.51,231.42,()
2023-03-02 06:44:49.157,102,"[1641.919146744672, 1712.8576512187758]","[114.31998923857756, 30.512040803914772]",27.67,:1734799743_9,:1734799743_9_0,1246.28,4.76,()
2023-03-02 06:44:49.158,103,"[1185.6628456250576, 2301.401275314089]","[114.3150933633797, 30.517248082873387]",35.24,-161503540#2,-161503540#2_0,790.44,331.64,()
2023-03-02 06:44:49.159,104,"[2154.438810196389, 971.6398801435464]","[114.32550799018414, 30.50546912208301]",95.1,231820215#1,231820215#1_0,1301.33,291.05,()
2023-03-02 06:44:49.160,105,"[1092.7754042725019, 1852.47309282369]","[114.31423761440303, 30.513181524261647]",79.36,231793623#1,231793623#1_0,786.55,358.46,()
2023-03-02 06:44:49.160,106,"[2756.632806606099, 2436.989885977238]","[114.33141593855771, 30.518806475286613]",24.79,97049435#2,97049435#2_1,623.38,232.68,()
2023-03-02 06:44:49.161,107,"[702.8951910934242, 2098.926723871426]","[114.31011742459863, 30.515319269984328]",104.56,161503517#1,161503517#1_0,1056.41,269.58,()
2023-03-02 06:44:49.162,108,"[1712.7041011114206, 2053.8761158587663]","[114.32064180687792, 30.515129906785138]",51.52,-231793626#0,-231793626#0_0,774.16,97.22,()
2023-03-02 06:44:49.164,109,"[536.1306629795243, 1484.8849992993123]","[114.3085338157231, 30.50974847973779]",101.45,457336155#3,457336155#3_0,735.33,2.98,()
2023-03-02 06:44:49.165,110,"[2777.23168036692, 1501.5800525234806]","[114.33186085789391, 30.51037900965309]",49.12,725894816,725894816_1,496.59,102.45,()
2023-03-02 06:44:49.166,111,"[1090.7040961487323, 1810.477701298981]","[114.31422646370424, 30.51280253502475]",93.29,-231793623#0,-231793623#0_0,656.65,178.46,()
2023-03-02 06:44:49.167,112,"[579.5940530832598, 2306.6596841301907]","[114.30878210903491, 30.517165235494872]",20.73,-99297428#3,-99297428#3_0,406.38,350.28,()
2023-03-02 06:44:49.169,113,"[1083.2816175969597, 1999.9583005763614]","[114.31410220199392, 30.51450891059028]",61.96,-231793623#2,-231793623#2_0,587.32,175.39,()
2023-03-02 06:44:49.170,114,"[509.3551293517761, 983.7010153145441]","[114.30837959241036, 30.50522508790175]",36.25,457336152#3,457336152#3_1,318.22,1.77,()
2023-03-02 06:44:49.171,115,"[1550.5259142057575, 2074.25472484368]","[114.31894830566107, 30.515278850600964]",53.16,-231793626#1,-231793626#1_0,250.76,97.13,()
2023-03-02 06:44:49.172,116,"[222.0447488558463, 1736.543235586247]","[114.30520143923171, 30.511949289856915]",71.9,:1734808331_7,:1734808331_7_0,475.03,86.6,()
2023-03-02 06:44:49.173,117,"[1728.103934175079, 2016.135333056006]","[114.32081147275095, 30.514793009830008]",20.64,231793617#3,231793617#3_0,237.1,16.39,()
2023-03-02 06:44:49.174,118,"[2046.1883035212093, 2632.264970779494]","[114.32397083606504, 30.52041490009022]",42.88,231521461#7,231521461#7_2,280.76,290.41,()
2023-03-02 06:44:49.175,119,"[121.93054658962828, 2134.423748096791]","[114.30406015040111, 30.515514166734548]",41.92,231793620#1,231793620#1_0,363.75,173.69,()
2023-03-02 06:44:49.176,120,"[1020.8992980718962, 1142.7383723625649]","[114.31366533291842, 30.50676857485768]",68.68,267612556#10,267612556#10_0,213.93,271.56,()
2023-03-02 06:44:49.177,121,"[2873.2466045049678, 2116.96051628339]","[114.3327089023342, 30.51594657833575]",40.36,231521461#1,231521461#1_1,162.44,318.01,()
2023-03-02 06:44:49.178,122,"[1995.4058341845277, 1749.5347186282786]","[114.3236602601095, 30.51244708668189]",42.61,279360279#2,279360279#2_0,110.21,190.13,()
2023-03-02 06:44:49.179,123,"[1367.4332031858905, 1670.430575038202]","[114.3171421347815, 30.511599533442272]",53.72,-268005505#0,-268005505#0_0,116.82,0.6,()
2023-03-02 06:44:49.180,124,"[2274.8144048892887, 927.6535805506702]","[114.32677197071992, 30.505098350769064]",43.99,236668173#3,236668173#3_0,43.55,289.11,()
2023-03-02 06:44:49.181,125,"[656.0258108777824, 1440.5465648499671]","[114.30979299019674, 30.509374603225478]",18.44,:2751749776_0,:2751749776_0_0,17.54,295.06,()
2023-03-02 06:44:49.182,126,"[930.4821549570376, 2238.2003840934312]","[114.31245228701293, 30.516623592107273]",15.85,-231791581#0,-231791581#0_0,6.49,257.9,()
2023-03-02 06:44:49.184,29,"[2539.4146365214287, 2319.400562069744]","[114.32918335185168, 30.517700153662158]",29.84,-282304746,-282304746_0,4713.6,112.61,()
2023-03-02 06:44:49.185,64,"[3201.81971082473, 1859.1851937944584]","[114.3361931898582, 30.51369298117182]",0.0,-134557731,-134557731_0,3241.59,12.73,"(('2401503980', 5, 1.0010171546384186, 'r'), ('3799178055', 1, 260.3810171546384, 'G'))"
2023-03-02 06:44:49.187,72,"[3218.3230565724725, 1956.0262169302682]","[114.33634119139458, 30.514569431550296]",25.44,:2481908685_0,:2481908685_0_0,1948.89,204.58,()
2023-03-02 06:44:49.188,76,"[1084.8194586073307, 2020.6134795928356]","[114.3141130901628, 30.51469542556064]",94.27,231793623#2,231793623#2_0,2613.97,355.39,()
2023-03-02 06:44:49.189,80,"[485.5598726500193, 802.1190629759358]","[114.30817699683924, 30.50358320363111]",43.89,231808165#1,231808165#1_0,2375.41,182.13,()
2023-03-02 06:44:49.190,82,"[987.5851796691837, 2250.4299757548733]","[114.3130437649234, 30.516746096646592]",50.23,-231791581#2,-231791581#2_0,2215.03,257.91,()
2023-03-02 06:44:49.191,83,"[2530.9134866281165, 2101.3901740168267]","[114.32914860970004, 30.515733179858614]",19.2,240079268#11,240079268#11_0,1637.39,281.79,()
2023-03-02 06:44:49.192,84,"[1894.2823440827794, 2057.4127569357975]","[114.32253136880772, 30.515200665584604]",81.08,134626495,134626495_0,1806.4,277.57,()
2023-03-02 06:44:49.193,85,"[1067.6904329285633, 2614.672844861578]","[114.313787407712, 30.520046566346146]",95.98,231791612,231791612_0,2680.35,28.79,()
2023-03-02 06:44:49.195,86,"[993.9249500044832, 1928.941485814456]","[114.31318952697156, 30.513849579534856]",53.79,-231791562#5,-231791562#5_0,2376.93,299.02,()
2023-03-02 06:44:49.196,87,"[2166.9796732602435, 1768.3265706303587]","[114.32544185420606, 30.512653170919265]",45.34,279360273#2,279360273#2_0,1814.16,12.92,()
2023-03-02 06:44:49.197,88,"[2031.9892294638191, 1677.4264427664339]","[114.32405893946954, 30.511804926644086]",48.45,725894817#1,725894817#1_0,1893.04,104.01,()
2023-03-02 06:44:49.198,90,"[2534.5448702469785, 1831.1874966066027]","[114.32925304812423, 30.513298331290567]",46.94,-240079265#0,-240079265#0_0,1466.07,13.97,()
2023-03-02 06:44:49.199,91,"[1716.9205673777683, 2056.5628952930056]","[114.32068504036745, 30.515155028551305]",34.47,231793626#0,231793626#0_0,1358.5,277.22,()
2023-03-02 06:44:49.200,92,"[3145.3128249307892, 2088.5317911656625]","[114.33554846868624, 30.515748302381475]",50.56,779834479,779834479_0,1217.69,66.11,()
2023-03-02 06:44:49.201,93,"[2748.319817266176, 796.9330846968433]","[114.33173341999155, 30.504021091481583]",71.16,268000578#3,268000578#3_0,1561.46,197.7,()
2023-03-02 06:44:49.202,94,"[1907.4398240827716, 1727.6797556875056]","[114.32274985993567, 30.51223126325079]",20.87,779834469#7,779834469#7_0,952.38,263.76,()
2023-03-02 06:44:49.203,95,"[2409.8513655516076, 875.5093129816977]","[114.32819058027812, 30.504657160787893]",89.75,236668173#2,236668173#2_1,1596.12,290.3,()
2023-03-02 06:44:49.203,97,"[2898.9352053979947, 1105.2106649913674]","[114.33322545556501, 30.506832045715882]",104.69,268000578#1,268000578#1_1,1203.49,215.46,()
2023-03-02 06:44:49.204,99,"[1705.5841968830896, 1943.596979833775]","[114.32059496314915, 30.514134325692087]",90.54,231793617#2,231793617#2_0,1607.4,16.9,()
2023-03-02 06:44:49.208,100,"[2195.363492470144, 1654.0484559462247]","[114.32576557003406, 30.511629131363126]",109.66,779834467,779834467_0,1217.14,283.71,()
2023-03-02 06:44:49.209,101,"[2619.2619315608094, 2330.537925081473]","[114.33001193436039, 30.51781759362341]",43.66,134626495,134626495_0,840.64,230.85,()
2023-03-02 06:44:49.210,102,"[1643.5909483639348, 1722.6605230377475]","[114.32000421790337, 30.512129525129527]",35.8,:1734799743_9,:1734799743_9_0,1256.23,11.16,()
2023-03-02 06:44:49.211,103,"[1185.017073325239, 2306.605595947762]","[114.31508534974884, 30.517294855767624]",19.75,:2401209422_3,:2401209422_3_0,795.92,354.88,()
2023-03-02 06:44:49.213,104,"[2129.533887884115, 981.2240069769671]","[114.32524636039489, 30.505550190272466]",96.07,231820215#1,231820215#1_0,1328.02,291.05,()
2023-03-02 06:44:49.214,105,"[1092.19542510415, 1873.9869797753784]","[114.31422624156788, 30.51337532492824]",77.48,231793623#1,231793623#1_0,808.07,358.46,()
2023-03-02 06:44:49.215,106,"[2751.57007884212, 2433.1302680842077]","[114.3313641785694, 30.518770604228617]",22.92,97049435#2,97049435#2_1,629.74,232.68,()
2023-03-02 06:44:49.216,107,"[674.3064884406784, 2098.7191308626816]","[114.30981983754884, 30.515311250790152]",102.92,161503517#1,161503517#1_0,1085.0,269.58,()
2023-03-02 06:44:49.217,108,"[1722.437935963789, 2052.643669701477]","[114.3207434519772, 30.515120882415953]",35.32,-231793626#0,-231793626#0_0,783.98,97.22,()
2023-03-02 06:44:49.219,109,"[537.7014002053203, 1513.3987405350165]","[114.3085430833314, 30.51000583812797]",102.8,457336155#3,457336155#3_0,763.88,3.15,()
2023-03-02 06:44:49.220,110,"[2790.167775187708, 1498.7235848877501]","[114.33199623548394, 30.510356019997328]",47.85,725894816,725894816_1,509.88,102.45,()
2023-03-02 06:44:49.221,111,"[1091.0950734719522, 1784.982598222221]","[114.31423685590373, 30.512572807259456]",91.8,-231793623#0,-231793623#0_0,682.15,179.23,()
2023-03-02 06:44:49.222,112,"[580.099653776446, 2314.94532780011]","[114.30878531391242, 30.51724003030811]",29.88,-99297428#3,-99297428#3_0,414.68,3.49,()
2023-03-02 06:44:49.223,113,"[1084.8662438561782, 1980.3256571487061]","[114.31412356822706, 30.514332283134053]",70.9,-231793623#2,-231793623#2_0,607.02,175.39,()
2023-03-02 06:44:49.223,114,"[509.7403183695312, 996.141327042826]","[114.30838051169448, 30.50533730675489]",44.81,457336152#3,457336152#3_1,330.66,1.77,()
2023-03-02 06:44:49.224,115,"[1567.0773726869866, 2072.185226890864]","[114.31912113733617, 30.515263743554065]",60.05,-231793626#1,-231793626#1_0,267.44,97.13,()
2023-03-02 06:44:49.225,116,"[243.39582045612428, 1738.1832653869415]","[114.30542330996364, 30.51196867191476]",77.09,161503551#1,161503551#1_0,496.45,85.01,()
2023-03-02 06:44:49.226,117,"[1730.330411747477, 2023.1133604330548]","[114.3208329266388, 30.514856386636566]",26.37,231793617#3,231793617#3_0,244.42,17.7,()
2023-03-02 06:44:49.227,118,"[2035.0387310297049, 2636.4130503886877]","[114.3238537246447, 30.52044990530167]",42.89,231521461#7,231521461#7_2,292.67,290.41,()
2023-03-02 06:44:49.228,119,"[122.71624288236782, 2127.322120832556]","[114.304070098093, 30.515450322885613]",25.72,231793620#1,231793620#1_0,370.89,173.69,()
2023-03-02 06:44:49.228,120,"[999.4264827494345, 1143.3233496948567]","[114.31344165205394, 30.50676923742493]",77.33,267612556#10,267612556#10_0,235.41,271.56,()
2023-03-02 06:44:49.229,121,"[2865.328471070334, 2125.7568684531707]","[114.33262429761488, 30.516024180951597]",42.61,231521461#1,231521461#1_1,174.27,318.01,()
2023-03-02 06:44:49.230,122,"[1993.2138972623904, 1737.2616709917434]","[114.32364047270048, 30.51233598818896]",44.87,279360279#2,279360279#2_0,122.68,190.13,()
2023-03-02 06:44:49.231,123,"[1367.590216731831, 1685.4942623742456]","[114.31714003838553, 30.511735350855655]",54.24,-268005505#0,-268005505#0_0,131.88,0.6,()
2023-03-02 06:44:49.232,124,"[2261.5206400202205, 932.2588583721454]","[114.32663244482855, 30.50513702282285]",50.65,236668173#3,236668173#3_0,57.61,289.11,()
2023-03-02 06:44:49.233,125,"[652.2797617772437, 1444.55753675265]","[114.30975299615035, 30.50940995232881]",19.77,:2751749773_4,:2751749773_4_0,23.03,316.83,()
2023-03-02 06:44:49.233,126,"[924.1758956301893, 2236.8489996007524]","[114.31238696655063, 30.51661005584313]",23.22,-231791581#0,-231791581#0_0,12.94,257.9,()
2023-03-02 06:44:49.234,127,"[4.951932397477779, 821.1543159005215]","[114.30316924353174, 30.503651302142693]",0.0,998139957,998139957_0,0.0,94.79,()
2023-03-02 06:44:49.235,29,"[2544.6005484886673, 2320.401900104956]","[114.3292370978905, 30.517710287112674]",20.5,:2862381328_1,:2862381328_1_0,4719.3,75.29,()
2023-03-02 06:44:49.236,64,"[3201.81971082473, 1859.1851937944584]","[114.3361931898582, 30.51369298117182]",0.0,-134557731,-134557731_0,3241.59,12.73,"(('2401503980', 5, 1.0010171546384186, 'r'), ('3799178055', 1, 260.3810171546384, 'G'))"
2023-03-02 06:44:49.236,72,"[3212.5134993979686, 1953.3130668364893]","[114.33628137420867, 30.514543737817984]",24.62,:2481908685_0,:2481908685_0_0,1955.73,254.07,()
2023-03-02 06:44:49.237,76,"[1082.7377629248856, 2046.4071536078552]","[114.31408502085007, 30.51492748149661]",93.16,231793623#2,231793623#2_0,2639.85,355.39,()
2023-03-02 06:44:49.238,80,"[485.2384386116951, 793.4649053461035]","[114.30817580072926, 30.503505126579185]",31.18,231808165#1,231808165#1_0,2384.07,182.13,()
2023-03-02 06:44:49.238,82,"[974.1101084233094, 2247.5447274371027]","[114.31290418868922, 30.516717194507734]",49.6,:2401209361_0,:2401209361_0_0,2228.81,257.92,()
2023-03-02 06:44:49.240,84,"[1872.0301001309958, 2060.369640800162]","[114.32229896627136, 30.51522255579098]",80.81,134626495,134626495_0,1828.85,277.57,()
2023-03-02 06:44:49.240,85,"[1080.5324682691596, 2638.0401823664656]","[114.31391531717506, 30.520259956236035]",95.99,231791612,231791612_0,2707.01,28.79,()
2023-03-02 06:44:49.241,86,"[981.0182678161234, 1936.2468366478674]","[114.31305334411083, 30.513912657365097]",53.39,-231791562#5,-231791562#5_0,2391.76,299.51,()
2023-03-02 06:44:49.242,87,"[2169.9981727645354, 1781.4801983223513]","[114.32547003156132, 30.512772383555493]",48.58,279360273#2,279360273#2_0,1827.65,12.92,()
2023-03-02 06:44:49.243,88,"[2044.26105915392, 1674.3636198138727]","[114.32418745570591, 30.511779943162978]",45.54,725894817#1,725894817#1_0,1905.69,104.01,()
2023-03-02 06:44:49.243,90,"[2537.894302374181, 1844.6515150264624]","[114.32928459913646, 30.51342041191219]",49.95,-240079265#0,-240079265#0_0,1479.95,13.97,()
2023-03-02 06:44:49.244,91,"[1705.6374570551945, 2057.9915024319425]","[114.3205672169893, 30.515165489211423]",40.95,231793626#0,231793626#0_0,1369.87,277.22,()
2023-03-02 06:44:49.245,92,"[3157.704479097135, 2092.1043571131113]","[114.33567660328862, 30.51578314533821]",46.51,779834479,779834479_0,1230.61,76.7,()
2023-03-02 06:44:49.245,93,"[2744.250158717832, 782.2134683321274]","[114.33169467961234, 30.503887539633077]",54.96,268000578#3,268000578#3_0,1576.73,195.0,()
